FEN,Evaluation
r7/8/2p2pk1/p1Pn1pp1/P2P4/6P1/5P2/R1B3K1 b - - 3 56,"{'type': 'cp', 'value': -83}"
r7/8/2p2pk1/p1Pn2p1/P2P1p2/6P1/5P2/R1B3K1 w - - 0 57,"{'type': 'cp', 'value': -73}"
r7/8/2p2pk1/p1Pn2p1/P2P1P2/8/5P2/R1B3K1 b - - 0 57,"{'type': 'cp', 'value': -59}"
r7/8/2p2pk1/p1Pn4/P2P1p2/8/5P2/R1B3K1 w - - 0 58,"{'type': 'cp', 'value': -43}"
r7/8/2p2pk1/p1Pn4/P2P1p2/5P2/8/R1B3K1 b - - 0 58,"{'type': 'cp', 'value': -52}"
r7/8/2p2p2/p1Pn1k2/P2P1p2/5P2/8/R1B3K1 w - - 1 59,"{'type': 'cp', 'value': -53}"
r7/8/2p2p2/p1Pn1k2/P2P1p2/5P2/3B4/R5K1 b - - 2 59,"{'type': 'cp', 'value': -57}"
r7/8/2p2p2/p1P2k2/Pn1P1p2/5P2/3B4/R5K1 w - - 3 60,"{'type': 'cp', 'value': -28}"
r7/8/2p2p2/p1P2k2/Pn1P1p2/5P2/3B4/4R1K1 b - - 4 60,"{'type': 'cp', 'value': -58}"
6r1/8/2p2p2/p1P2k2/Pn1P1p2/5P2/3B4/4R1K1 w - - 5 61,"{'type': 'cp', 'value': -17}"
6r1/8/2p2p2/p1P2k2/Pn1P1p2/5P2/3B4/4RK2 b - - 6 61,"{'type': 'cp', 'value': -44}"
7r/8/2p2p2/p1P2k2/Pn1P1p2/5P2/3B4/4RK2 w - - 7 62,"{'type': 'cp', 'value': 0}"
7r/8/2p2p2/p1P2k2/Pn1PRp2/5P2/3B4/5K2 b - - 8 62,"{'type': 'cp', 'value': -7}"
7r/8/2p2p2/p1Pn1k2/P2PRp2/5P2/3B4/5K2 w - - 9 63,"{'type': 'cp', 'value': -8}"
7r/8/2p2p2/B1Pn1k2/P2PRp2/5P2/8/5K2 b - - 0 63,"{'type': 'cp', 'value': -26}"
8/8/2p2p2/B1Pn1k2/P2PRp2/5P2/8/5K1r w - - 1 64,"{'type': 'cp', 'value': -7}"
8/8/2p2p2/B1Pn1k2/P2PRp2/5P2/4K3/7r b - - 2 64,"{'type': 'cp', 'value': -45}"
8/8/2p2p2/B1Pn1k2/P2PRp1r/5P2/4K3/8 w - - 3 65,"{'type': 'cp', 'value': 0}"
8/8/2p2p2/2Pn1k2/P2PRp1r/5P2/4K3/4B3 b - - 4 65,"{'type': 'cp', 'value': 0}"
7r/8/2p2p2/2Pn1k2/P2PRp2/5P2/4K3/4B3 w - - 5 66,"{'type': 'cp', 'value': 0}"
7r/8/2p2p2/2Pn1k2/P2PRp2/5P2/8/3KB3 b - - 6 66,"{'type': 'cp', 'value': 0}"
7r/8/2p2p2/2P2k2/P2PRp2/4nP2/8/3KB3 w - - 7 67,"{'type': 'cp', 'value': 0}"
7r/8/2p2p2/2P2k2/P2PRp2/4nP2/3K4/4B3 b - - 8 67,"{'type': 'cp', 'value': -9}"
r7/8/2p2p2/2P2k2/P2PRp2/4nP2/3K4/4B3 w - - 9 68,"{'type': 'cp', 'value': -3}"
r7/8/2p2p2/2PP1k2/P3Rp2/4nP2/3K4/4B3 b - - 0 68,"{'type': 'cp', 'value': 2}"
r7/8/5p2/2Pp1k2/P3Rp2/4nP2/3K4/4B3 w - - 0 69,"{'type': 'cp', 'value': -8}"
r7/8/5p2/2Pp1k2/P2R1p2/4nP2/3K4/4B3 b - - 1 69,"{'type': 'cp', 'value': 0}"
r7/8/5p2/2Pp1k2/P1nR1p2/5P2/3K4/4B3 w - - 2 70,"{'type': 'cp', 'value': 7}"
r7/8/5p2/2Pp1k2/P1nR1p2/5P2/4K3/4B3 b - - 3 70,"{'type': 'cp', 'value': -11}"
4r3/8/5p2/2Pp1k2/P1nR1p2/5P2/4K3/4B3 w - - 4 71,"{'type': 'cp', 'value': 13}"
4r3/8/5p2/2Pp1k2/P1nR1p2/5P2/5K2/4B3 b - - 5 71,"{'type': 'cp', 'value': 9}"
4r3/8/4kp2/2Pp4/P1nR1p2/5P2/5K2/4B3 w - - 6 72,"{'type': 'cp', 'value': 11}"
4r3/8/4kp2/P1Pp4/2nR1p2/5P2/5K2/4B3 b - - 0 72,"{'type': 'cp', 'value': 10}"
7r/8/4kp2/P1Pp4/2nR1p2/5P2/5K2/4B3 w - - 1 73,"{'type': 'cp', 'value': 11}"
7r/8/4kp2/P1Pp4/2n2R2/5P2/5K2/4B3 b - - 0 73,"{'type': 'cp', 'value': 16}"
8/8/4kp2/P1Pp4/2n2R2/5P2/5K1r/4B3 w - - 1 74,"{'type': 'cp', 'value': 19}"
8/8/4kp2/P1Pp4/2n2R2/5PK1/7r/4B3 b - - 2 74,"{'type': 'cp', 'value': 16}"
8/8/4kp2/P1Pp4/2n2R2/5PK1/8/4B2r w - - 3 75,"{'type': 'cp', 'value': 23}"
8/8/4kp2/P1Pp4/2n2R2/2B2PK1/8/7r b - - 4 75,"{'type': 'cp', 'value': 40}"
8/8/4kp2/P1Pp4/2n2R2/2B2PK1/8/2r5 w - - 5 76,"{'type': 'cp', 'value': 52}"
8/8/4kp2/P1Pp4/2nB1R2/5PK1/8/2r5 b - - 6 76,"{'type': 'cp', 'value': 66}"
8/8/4kp2/n1Pp4/3B1R2/5PK1/8/2r5 w - - 0 77,"{'type': 'cp', 'value': 55}"
8/8/4kp2/n1Pp4/5R2/5PK1/1B6/2r5 b - - 1 77,"{'type': 'cp', 'value': -5}"
8/8/4kp2/n1Pp4/2r2R2/5PK1/1B6/8 w - - 2 78,"{'type': 'cp', 'value': 5}"
8/8/4kp2/n1Pp4/2rB1R2/5PK1/8/8 b - - 3 78,"{'type': 'cp', 'value': -8}"
8/8/4k3/n1Pp1p2/2rB1R2/5PK1/8/8 w - - 0 79,"{'type': 'cp', 'value': -7}"
8/8/4k3/n1Pp1p2/2rB3R/5PK1/8/8 b - - 1 79,"{'type': 'cp', 'value': -9}"
8/8/4k3/2Pp1p2/2rB3R/1n3PK1/8/8 w - - 2 80,"{'type': 'cp', 'value': -6}"
8/8/4k2R/2Pp1p2/2rB4/1n3PK1/8/8 b - - 3 80,"{'type': 'cp', 'value': -8}"
8/5k2/7R/2Pp1p2/2rB4/1n3PK1/8/8 w - - 4 81,"{'type': 'cp', 'value': -6}"
7B/5k2/7R/2Pp1p2/2r5/1n3PK1/8/8 b - - 5 81,"{'type': 'cp', 'value': -1}"
7B/5k2/7R/2P2p2/2rp4/1n3PK1/8/8 w - - 0 82,"{'type': 'cp', 'value': -3}"
7B/5k2/1R6/2P2p2/2rp4/1n3PK1/8/8 b - - 1 82,"{'type': 'cp', 'value': -25}"
7B/5k2/1R6/2P2p2/2rp4/5PK1/8/2n5 w - - 2 83,"{'type': 'cp', 'value': -2}"
7B/5k2/1R6/2P2p2/2rp4/5P1K/8/2n5 b - - 3 83,"{'type': 'cp', 'value': -15}"
7B/5k2/1R6/2P2p2/2rp4/5P1K/4n3/8 w - - 4 84,"{'type': 'cp', 'value': 0}"
7B/5k2/3R4/2P2p2/2rp4/5P1K/4n3/8 b - - 5 84,"{'type': 'cp', 'value': -3}"
7B/5k2/3R4/2P2p2/2r5/3p1P1K/4n3/8 w - - 0 85,"{'type': 'cp', 'value': -8}"
8/5k2/3R4/2P1Bp2/2r5/3p1P1K/4n3/8 b - - 1 85,"{'type': 'cp', 'value': -39}"
8/5k2/3R4/2r1Bp2/8/3p1P1K/4n3/8 w - - 0 86,"{'type': 'cp', 'value': -6}"
8/5k2/3R4/2r2p2/8/3p1PBK/4n3/8 b - - 1 86,"{'type': 'cp', 'value': -14}"
8/5k2/3R4/5p2/8/2rp1PBK/4n3/8 w - - 2 87,"{'type': 'cp', 'value': 0}"
8/5k2/3R4/5p2/8/2rp1P1K/4n2B/8 b - - 3 87,"{'type': 'cp', 'value': -11}"
8/5k2/3R4/5p2/8/r2p1P1K/4n2B/8 w - - 4 88,"{'type': 'cp', 'value': -6}"
8/3R1k2/8/5p2/8/r2p1P1K/4n2B/8 b - - 5 88,"{'type': 'cp', 'value': -10}"
5k2/3R4/8/5p2/8/r2p1P1K/4n2B/8 w - - 6 89,"{'type': 'cp', 'value': -8}"
5k2/3R4/8/5p2/8/r2p1PBK/4n3/8 b - - 7 89,"{'type': 'cp', 'value': -16}"
5k2/3R4/8/5p2/8/2rp1PBK/4n3/8 w - - 8 90,"{'type': 'cp', 'value': -2}"
5k2/3R4/8/4Bp2/8/2rp1P1K/4n3/8 b - - 9 90,"{'type': 'cp', 'value': -10}"
5k2/3R4/8/2r1Bp2/8/3p1P1K/4n3/8 w - - 10 91,"{'type': 'cp', 'value': -12}"
1B3k2/3R4/8/2r2p2/8/3p1P1K/4n3/8 b - - 11 91,"{'type': 'cp', 'value': -21}"
1B3k2/3R4/8/5p2/8/2rp1P1K/4n3/8 w - - 12 92,"{'type': 'cp', 'value': -4}"
1B3k2/8/8/3R1p2/8/2rp1P1K/4n3/8 b - - 13 92,"{'type': 'cp', 'value': -8}"
1B2k3/8/8/3R1p2/8/2rp1P1K/4n3/8 w - - 14 93,"{'type': 'cp', 'value': -4}"
1B2k3/8/8/3R1p2/8/2rp1P2/4n1K1/8 b - - 15 93,"{'type': 'cp', 'value': -9}"
1B6/4k3/8/3R1p2/8/2rp1P2/4n1K1/8 w - - 16 94,"{'type': 'cp', 'value': -8}"
1B6/4k3/8/3R1p2/8/2rp1P1K/4n3/8 b - - 17 94,"{'type': 'cp', 'value': -7}"
1B6/8/5k2/3R1p2/8/2rp1P1K/4n3/8 w - - 18 95,"{'type': 'cp', 'value': -4}"
1B1R4/8/5k2/5p2/8/2rp1P1K/4n3/8 b - - 19 95,"{'type': 'cp', 'value': -12}"
1B1R4/4k3/8/5p2/8/2rp1P1K/4n3/8 w - - 20 96,"{'type': 'cp', 'value': -23}"
1B6/4k3/8/3R1p2/8/2rp1P1K/4n3/8 b - - 21 96,"{'type': 'cp', 'value': -4}"
1B6/8/5k2/3R1p2/8/2rp1P1K/4n3/8 w - - 22 97,"{'type': 'cp', 'value': -9}"
1B6/8/5k2/3R1p2/8/2rp1P2/4n1K1/8 b - - 23 97,"{'type': 'cp', 'value': -17}"
1B6/8/5k2/3R1p2/8/1r1p1P2/4n1K1/8 w - - 24 98,"{'type': 'cp', 'value': -24}"
8/8/5k2/3R1p2/8/1r1p1P2/4n1KB/8 b - - 25 98,"{'type': 'cp', 'value': -8}"
8/8/5k2/3R4/5p2/1r1p1P2/4n1KB/8 w - - 0 99,"{'type': 'cp', 'value': -3}"
8/8/5k2/3R4/5p2/1r1p1P1K/4n2B/8 b - - 1 99,"{'type': 'cp', 'value': 0}"
8/8/5k2/3R4/5p2/1r3P1K/3pn2B/8 w - - 0 100,"{'type': 'cp', 'value': -1}"
8/8/5k2/3R4/5pK1/1r3P2/3pn2B/8 b - - 1 100,"{'type': 'cp', 'value': -1}"
8/8/5k2/3R4/5pK1/5P2/1r1pn2B/8 w - - 2 101,"{'type': 'cp', 'value': -9}"
8/8/5k2/3R4/5BK1/5P2/1r1pn3/8 b - - 0 101,"{'type': 'cp', 'value': -1}"
8/8/5k2/3R4/1r3BK1/5P2/3pn3/8 w - - 1 102,"{'type': 'cp', 'value': -7}"
8/8/3R1k2/8/1r3BK1/5P2/3pn3/8 b - - 2 102,"{'type': 'cp', 'value': -15}"
8/5k2/3R4/8/1r3BK1/5P2/3pn3/8 w - - 3 103,"{'type': 'cp', 'value': -7}"
8/5k2/3R4/6K1/1r3B2/5P2/3pn3/8 b - - 4 103,"{'type': 'cp', 'value': -18}"
8/5k2/3R4/6K1/1r3n2/5P2/3p4/8 w - - 0 104,"{'type': 'cp', 'value': -19}"
8/3R1k2/8/6K1/1r3n2/5P2/3p4/8 b - - 1 104,"{'type': 'cp', 'value': -18}"
6k1/3R4/8/6K1/1r3n2/5P2/3p4/8 w - - 2 105,"{'type': 'cp', 'value': -4}"
6k1/3R4/8/5K2/1r3n2/5P2/3p4/8 b - - 3 105,"{'type': 'cp', 'value': -53}"
6k1/3R4/8/3n1K2/1r6/5P2/3p4/8 w - - 4 106,"{'type': 'cp', 'value': 0}"
3R2k1/8/8/3n1K2/1r6/5P2/3p4/8 b - - 5 106,"{'type': 'cp', 'value': -250}"
3R4/5k2/8/3n1K2/1r6/5P2/3p4/8 w - - 6 107,"{'type': 'cp', 'value': -230}"
8/5k2/8/3R1K2/1r6/5P2/3p4/8 b - - 0 107,"{'type': 'cp', 'value': -234}"
8/5k2/8/1r1R1K2/8/5P2/3p4/8 w - - 1 108,"{'type': 'cp', 'value': -248}"
8/5k2/8/1R3K2/8/5P2/3p4/8 b - - 0 108,"{'type': 'cp', 'value': -261}"
8/5k2/8/1R3K2/8/5P2/8/3q4 w - - 0 109,"{'type': 'cp', 'value': -229}"
8/5k2/8/2R2K2/8/5P2/8/3q4 b - - 1 109,"{'type': 'cp', 'value': -273}"
8/5k2/8/2R2K2/8/5P2/8/1q6 w - - 2 110,"{'type': 'cp', 'value': -258}"
8/5k2/8/2R1K3/8/5P2/8/1q6 b - - 3 110,"{'type': 'cp', 'value': -252}"
8/5k2/8/2R1K3/8/5P2/8/4q3 w - - 4 111,"{'type': 'cp', 'value': -254}"
8/5k2/8/2R5/3K4/5P2/8/4q3 b - - 5 111,"{'type': 'cp', 'value': -261}"
8/5k2/8/2R5/3K4/5P2/8/3q4 w - - 6 112,"{'type': 'cp', 'value': -235}"
8/5k2/8/2R5/4K3/5P2/8/3q4 b - - 7 112,"{'type': 'cp', 'value': -256}"
8/8/6k1/2R5/4K3/5P2/8/3q4 w - - 8 113,"{'type': 'cp', 'value': -220}"
8/8/6k1/2R5/4KP2/8/8/3q4 b - - 0 113,"{'type': 'cp', 'value': -239}"
8/8/6k1/2R5/4KP2/8/4q3/8 w - - 1 114,"{'type': 'cp', 'value': -224}"
8/8/6k1/2RK4/5P2/8/4q3/8 b - - 2 114,"{'type': 'cp', 'value': -234}"
8/8/6k1/2RK4/5P2/5q2/8/8 w - - 3 115,"{'type': 'cp', 'value': -227}"
8/8/6k1/2R5/3K1P2/5q2/8/8 b - - 4 115,"{'type': 'cp', 'value': -242}"
8/8/6k1/2R5/3K1P2/8/5q2/8 w - - 5 116,"{'type': 'cp', 'value': -228}"
8/8/6k1/2RK4/5P2/8/5q2/8 b - - 6 116,"{'type': 'cp', 'value': -248}"
8/5k2/8/2RK4/5P2/8/5q2/8 w - - 7 117,"{'type': 'cp', 'value': -221}"
8/5k2/3K4/2R5/5P2/8/5q2/8 b - - 8 117,"{'type': 'cp', 'value': -239}"
8/5k2/3K4/2R5/5q2/8/8/8 w - - 0 118,"{'type': 'cp', 'value': -211}"
8/5k2/2K5/2R5/5q2/8/8/8 b - - 1 118,"{'type': 'cp', 'value': -229}"
8/8/2K1k3/2R5/5q2/8/8/8 w - - 2 119,"{'type': 'cp', 'value': -219}"
8/8/4k3/1KR5/5q2/8/8/8 b - - 3 119,"{'type': 'cp', 'value': -233}"
8/3k4/8/1KR5/5q2/8/8/8 w - - 4 120,"{'type': 'cp', 'value': -222}"
8/3k4/8/K1R5/5q2/8/8/8 b - - 5 120,"{'type': 'cp', 'value': -243}"
8/8/3k4/K1R5/5q2/8/8/8 w - - 6 121,"{'type': 'cp', 'value': -231}"
8/8/3k4/K7/5q2/2R5/8/8 b - - 7 121,"{'type': 'cp', 'value': -238}"
8/8/3k4/K7/8/2R5/3q4/8 w - - 8 122,"{'type': 'cp', 'value': -262}"
8/8/3k4/8/1K6/2R5/3q4/8 b - - 9 122,"{'type': 'cp', 'value': -229}"
8/8/3k4/8/1K6/2R5/8/4q3 w - - 10 123,"{'type': 'cp', 'value': -220}"
8/8/3k4/8/2K5/2R5/8/4q3 b - - 11 123,"{'type': 'cp', 'value': -239}"
8/8/3k4/8/2K5/2R5/4q3/8 w - - 12 124,"{'type': 'cp', 'value': -226}"
8/8/3k4/8/3K4/2R5/4q3/8 b - - 13 124,"{'type': 'cp', 'value': -232}"
8/8/3k4/8/3K2q1/2R5/8/8 w - - 14 125,"{'type': 'cp', 'value': -224}"
8/8/3k4/8/6q1/2RK4/8/8 b - - 15 125,"{'type': 'cp', 'value': -222}"
8/8/3k4/8/8/2RK4/6q1/8 w - - 16 126,"{'type': 'cp', 'value': -211}"
8/8/3k4/8/8/3K4/6q1/2R5 b - - 17 126,"{'type': 'cp', 'value': -224}"
8/8/3k4/8/8/3K1q2/8/2R5 w - - 18 127,"{'type': 'cp', 'value': -216}"
8/8/3k4/8/8/5q2/2K5/2R5 b - - 19 127,"{'type': 'cp', 'value': -240}"
8/8/8/2k5/8/5q2/2K5/2R5 w - - 20 128,"{'type': 'cp', 'value': -229}"
8/8/8/2k5/8/5q2/2K5/R7 b - - 21 128,"{'type': 'cp', 'value': -243}"
8/8/8/8/1k6/5q2/2K5/R7 w - - 22 129,"{'type': 'cp', 'value': -255}"
8/8/8/8/1k6/5q2/2K5/1R6 b - - 23 129,"{'type': 'cp', 'value': -243}"
8/8/8/k7/8/5q2/2K5/1R6 w - - 24 130,"{'type': 'cp', 'value': -208}"
8/8/8/k7/8/1R3q2/2K5/8 b - - 25 130,"{'type': 'cp', 'value': -216}"
8/8/8/k7/8/1R6/2K3q1/8 w - - 26 131,"{'type': 'cp', 'value': -206}"
8/8/8/k7/8/1R6/6q1/3K4 b - - 27 131,"{'type': 'cp', 'value': -218}"
8/8/8/k2q4/8/1R6/8/3K4 w - - 28 132,"{'type': 'cp', 'value': -209}"
8/8/8/k2q4/8/1R6/2K5/8 b - - 29 132,"{'type': 'cp', 'value': -210}"
8/8/8/k7/2q5/1R6/2K5/8 w - - 30 133,"{'type': 'cp', 'value': -211}"
8/8/8/k7/2q5/1R6/1K6/8 b - - 31 133,"{'type': 'cp', 'value': -227}"
8/8/8/8/k1q5/1R6/1K6/8 w - - 32 134,"{'type': 'cp', 'value': -212}"
8/8/8/8/k1q5/2R5/1K6/8 b - - 33 134,"{'type': 'cp', 'value': -204}"
8/8/8/8/k3q3/2R5/1K6/8 w - - 34 135,"{'type': 'cp', 'value': -204}"
8/8/8/8/k3q3/2R5/K7/8 b - - 35 135,"{'type': 'cp', 'value': -224}"
8/8/8/8/k7/2R5/K5q1/8 w - - 36 136,"{'type': 'cp', 'value': -209}"
8/8/8/8/k7/2R5/6q1/1K6 b - - 37 136,"{'type': 'cp', 'value': -249}"
8/8/8/8/1k6/2R5/6q1/1K6 w - - 38 137,"{'type': 'cp', 'value': -218}"
8/8/8/8/1k6/8/2R3q1/1K6 b - - 39 137,"{'type': 'cp', 'value': -225}"
8/8/8/8/1k6/8/2R5/1K5q w - - 40 138,"{'type': 'cp', 'value': -483}"
8/8/8/8/1k6/8/1KR5/7q b - - 41 138,"{'type': 'cp', 'value': -523}"
8/8/8/8/1k6/8/1KR5/4q3 w - - 42 139,"{'type': 'cp', 'value': -490}"
2R5/8/8/8/1k6/8/1K6/4q3 b - - 43 139,"{'type': 'cp', 'value': -489}"
2R5/8/8/4q3/1k6/8/1K6/8 w - - 44 140,"{'type': 'cp', 'value': -479}"
2R5/8/8/4q3/1k6/8/8/1K6 b - - 45 140,"{'type': 'mate', 'value': -5}"
2R5/8/8/4q3/8/k7/8/1K6 w - - 46 141,"{'type': 'cp', 'value': -519}"
2R5/8/8/4q3/8/k7/2K5/8 b - - 47 141,"{'type': 'cp', 'value': -557}"
2R5/8/8/8/8/k7/2K4q/8 w - - 48 142,"{'type': 'cp', 'value': -475}"
2R5/8/8/8/8/k2K4/7q/8 b - - 49 142,"{'type': 'cp', 'value': -502}"
2R5/8/8/8/8/k2K3q/8/8 w - - 50 143,"{'type': 'cp', 'value': -491}"
2R5/8/8/8/4K3/k6q/8/8 b - - 51 143,"{'type': 'cp', 'value': -503}"
2R5/7q/8/8/4K3/k7/8/8 w - - 52 144,"{'type': 'cp', 'value': -485}"
2R5/7q/8/4K3/8/k7/8/8 b - - 53 144,"{'type': 'cp', 'value': -447}"
2R5/4q3/8/4K3/8/k7/8/8 w - - 54 145,"{'type': 'cp', 'value': -463}"
2R5/4q3/8/5K2/8/k7/8/8 b - - 55 145,"{'type': 'cp', 'value': -488}"
2R5/3q4/8/5K2/8/k7/8/8 w - - 56 146,"{'type': 'cp', 'value': -478}"
2R5/3q4/5K2/8/8/k7/8/8 b - - 57 146,"{'type': 'cp', 'value': -492}"
2q5/8/5K2/8/8/k7/8/8 w - - 0 147,"{'type': 'cp', 'value': -467}"
2q5/4K3/8/8/8/k7/8/8 b - - 1 147,"{'type': 'cp', 'value': -508}"
2q5/4K3/8/8/k7/8/8/8 w - - 2 148,"{'type': 'cp', 'value': -462}"
2q5/5K2/8/8/k7/8/8/8 b - - 3 148,"{'type': 'cp', 'value': -497}"
2q5/5K2/8/1k6/8/8/8/8 w - - 4 149,"{'type': 'cp', 'value': -487}"
2q5/8/5K2/1k6/8/8/8/8 b - - 5 149,"{'type': 'cp', 'value': -507}"
4q3/8/5K2/1k6/8/8/8/8 w - - 6 150,"{'type': 'cp', 'value': -491}"
4q3/8/8/1k3K2/8/8/8/8 b - - 7 150,"{'type': 'cp', 'value': -505}"
8/5q2/8/1k3K2/8/8/8/8 w - - 8 151,"{'type': 'cp', 'value': -470}"
8/5q2/8/1k6/4K3/8/8/8 b - - 9 151,"{'type': 'cp', 'value': -521}"
8/5q2/8/2k5/4K3/8/8/8 w - - 10 152,"{'type': 'cp', 'value': -478}"
8/5q2/8/2k5/8/4K3/8/8 b - - 11 152,"{'type': 'cp', 'value': -527}"
8/8/8/2k5/2q5/4K3/8/8 w - - 12 153,"{'type': 'cp', 'value': -490}"
8/8/8/2k5/2q5/5K2/8/8 b - - 13 153,"{'type': 'cp', 'value': -494}"
8/8/8/2k5/7q/5K2/8/8 w - - 14 154,"{'type': 'cp', 'value': -488}"
8/8/8/2k5/7q/4K3/8/8 b - - 15 154,"{'type': 'cp', 'value': -598}"
8/8/8/8/2k4q/4K3/8/8 w - - 16 155,"{'type': 'mate', 'value': -5}"
8/8/8/8/2k4q/5K2/8/8 b - - 17 155,"{'type': 'mate', 'value': -4}"
8/8/5q2/8/2k5/5K2/8/8 w - - 18 156,"{'type': 'cp', 'value': -464}"
8/8/5q2/8/2k3K1/8/8/8 b - - 19 156,"{'type': 'mate', 'value': -8}"
8/8/8/4q3/2k3K1/8/8/8 w - - 20 157,"{'type': 'mate', 'value': -7}"
8/8/8/4q3/2k4K/8/8/8 b - - 21 157,"{'type': 'mate', 'value': -5}"
8/8/5q2/8/2k4K/8/8/8 w - - 22 158,"{'type': 'cp', 'value': -450}"
8/8/5q2/8/2k3K1/8/8/8 b - - 23 158,"{'type': 'cp', 'value': -530}"
8/8/5q2/8/1k4K1/8/8/8 w - - 24 159,"{'type': 'cp', 'value': -487}"
8/8/5q2/7K/1k6/8/8/8 b - - 25 159,"{'type': 'cp', 'value': -540}"
8/8/5q2/1k5K/8/8/8/8 w - - 26 160,"{'type': 'cp', 'value': -456}"
8/8/5q2/1k6/6K1/8/8/8 b - - 27 160,"{'type': 'cp', 'value': -457}"
8/8/5q2/8/1k4K1/8/8/8 w - - 28 161,"{'type': 'cp', 'value': -445}"
8/8/5q2/8/1k6/6K1/8/8 b - - 29 161,"{'type': 'cp', 'value': -533}"
8/8/5q2/1k6/8/6K1/8/8 w - - 30 162,"{'type': 'cp', 'value': -421}"
8/8/5q2/1k6/6K1/8/8/8 b - - 31 162,"{'type': 'cp', 'value': -458}"
8/8/5q2/8/2k3K1/8/8/8 w - - 32 163,"{'type': 'cp', 'value': -417}"
8/8/5q2/8/2k5/6K1/8/8 b - - 33 163,"{'type': 'mate', 'value': -8}"
8/8/6q1/8/2k5/6K1/8/8 w - - 34 164,"{'type': 'cp', 'value': -437}"
8/8/6q1/8/2k5/5K2/8/8 b - - 35 164,"{'type': 'mate', 'value': -6}"
8/8/5q2/8/2k5/5K2/8/8 w - - 36 165,"{'type': 'cp', 'value': -403}"
8/8/5q2/8/2k5/8/6K1/8 b - - 37 165,"{'type': 'mate', 'value': -7}"
8/8/8/6q1/2k5/8/6K1/8 w - - 38 166,"{'type': 'mate', 'value': -5}"
8/8/8/6q1/2k5/8/8/5K2 b - - 39 166,"{'type': 'mate', 'value': -4}"
8/8/8/8/2k5/8/3q4/5K2 w - - 40 167,"{'type': 'mate', 'value': -8}"
8/8/8/8/2k5/8/3q4/6K1 b - - 41 167,"{'type': 'mate', 'value': -5}"
8/8/8/1k6/8/8/3q4/6K1 w - - 42 168,"{'type': 'mate', 'value': -6}"
8/8/8/1k6/8/8/3q4/7K b - - 43 168,"{'type': 'mate', 'value': -7}"
8/8/8/8/2k5/8/3q4/7K w - - 44 169,"{'type': 'mate', 'value': -5}"
8/8/8/8/2k5/8/3q4/6K1 b - - 45 169,"{'type': 'mate', 'value': -5}"
8/8/8/8/2k5/8/2q5/6K1 w - - 46 170,"{'type': 'mate', 'value': -4}"
8/8/8/8/2k5/8/2q5/5K2 b - - 47 170,"{'type': 'mate', 'value': -4}"
8/8/8/8/2k5/8/3q4/5K2 w - - 48 171,"{'type': 'mate', 'value': -7}"
8/8/8/8/2k5/8/3q4/6K1 b - - 49 171,"{'type': 'mate', 'value': -5}"
8/8/8/8/8/3k4/3q4/6K1 w - - 50 172,"{'type': 'mate', 'value': -3}"
8/8/8/8/8/3k4/3q4/7K b - - 51 172,"{'type': 'mate', 'value': -4}"
8/8/8/8/8/3k4/2q5/7K w - - 52 173,"{'type': 'mate', 'value': -5}"
8/8/8/8/8/3k4/2q5/6K1 b - - 53 173,"{'type': 'mate', 'value': -3}"
8/8/8/8/2k5/8/2q5/6K1 w - - 54 174,"{'type': 'mate', 'value': -4}"
8/8/8/8/2k5/8/2q5/5K2 b - - 55 174,"{'type': 'mate', 'value': -4}"
8/8/8/8/2k5/8/7q/5K2 w - - 56 175,"{'type': 'mate', 'value': -3}"
8/8/8/8/2k5/8/7q/4K3 b - - 57 175,"{'type': 'mate', 'value': -3}"
8/8/8/8/8/3k4/7q/4K3 w - - 58 176,"{'type': 'mate', 'value': -2}"
8/8/8/8/8/3k4/7q/5K2 b - - 59 176,"{'type': 'mate', 'value': -2}"
8/8/8/8/8/3k4/2q5/5K2 w - - 60 177,"{'type': 'mate', 'value': -4}"
8/8/8/8/8/3k4/2q5/6K1 b - - 61 177,"{'type': 'mate', 'value': -3}"
8/8/8/8/2k5/8/2q5/6K1 w - - 62 178,"{'type': 'mate', 'value': -4}"
8/8/8/8/2k5/8/2q5/5K2 b - - 63 178,"{'type': 'mate', 'value': -4}"
8/8/8/8/2k5/8/7q/5K2 w - - 64 179,"{'type': 'mate', 'value': -3}"
8/8/8/8/2k5/8/7q/4K3 b - - 65 179,"{'type': 'mate', 'value': -3}"
8/8/8/8/2k5/8/8/4K2q w - - 66 180,"{'type': 'cp', 'value': -358}"
8/8/8/8/2k5/8/5K2/7q b - - 67 180,"{'type': 'mate', 'value': -6}"
8/8/8/8/2k4q/8/5K2/8 w - - 68 181,"{'type': 'mate', 'value': -7}"
8/8/8/8/2k4q/5K2/8/8 b - - 69 181,"{'type': 'mate', 'value': -6}"
8/8/8/8/3k3q/5K2/8/8 w - - 70 182,"{'type': 'cp', 'value': -355}"
8/8/8/8/3k3q/8/4K3/8 b - - 71 182,"{'type': 'mate', 'value': -4}"
8/8/8/7q/3k4/8/4K3/8 w - - 72 183,"{'type': 'mate', 'value': -5}"
8/8/8/7q/3k4/8/5K2/8 b - - 73 183,"{'type': 'mate', 'value': -4}"
8/8/8/8/3k3q/8/5K2/8 w - - 74 184,"{'type': 'mate', 'value': -5}"
8/8/8/8/3k3q/5K2/8/8 b - - 75 184,"{'type': 'mate', 'value': -4}"
